34201.384145378,3,16337414,18,5854800,1
34201.384146714,3,16337399,18,5858700,-1
34201.384168451,3,16337423,18,5858400,-1
34201.384171513,3,16337407,5,5858600,-1
34201.384173402,3,16337408,13,5858600,-1
34201.384201303,3,16337430,18,5858500,-1
34201.384201862,3,16337440,3,5858600,-1
34201.384238778,3,16338748,15,5854900,1
34201.385122778,3,16207125,100,5859400,-1
34201.385872716,3,16207442,200,5859800,-1
34201.39750588,1,16365896,100,5858000,-1
34201.422204025,1,16368700,200,5858900,-1
34201.422300991,3,16339418,15,5858300,-1
34201.536315252,1,16380157,18,5857700,-1
34201.536372648,1,16380182,18,5857800,-1
34201.536410771,1,16380189,18,5857900,-1
34201.536412448,1,16380190,18,5858000,-1
34201.732217592,1,16396043,18,5854700,1
34201.732253626,1,16396051,5,5854600,1
34201.732358753,3,16380189,18,5857900,-1
34201.73236517,3,16380157,18,5857700,-1
34201.732368385,3,16380182,18,5857800,-1
34201.732392812,3,16380190,18,5858000,-1
34201.840762287,1,16402634,18,5857700,-1
34201.840808542,1,16402643,18,5857800,-1
34201.840818555,1,16402646,18,5857900,-1
34201.840851751,1,16402650,18,5858000,-1
34202.030342281,4,16396043,18,5854700,1
34202.030342281,4,16396051,5,5854600,1
34202.030342281,5,0,77,5854500,1
34202.030451996,1,16415481,13,5857600,-1
34202.030592674,3,16402646,18,5857900,-1
34202.030597882,3,16402643,18,5857800,-1
34202.030618578,3,16402650,18,5858000,-1
34202.034349986,1,16415792,18,5857300,-1
34202.034385712,1,16415796,18,5857500,-1
34202.034400011,1,16415798,18,5857400,-1
34202.034430195,1,16415801,9,5857600,-1
34202.179737249,5,0,200,5854600,1
34202.179947146,3,16402634,18,5857700,-1
34202.179949106,3,16415796,18,5857500,-1
34202.17997144,3,16415481,13,5857600,-1
34202.179972369,3,16415801,9,5857600,-1
34202.179996508,3,16415798,18,5857400,-1
34202.255253777,5,0,4,5854500,1
34202.255253777,5,0,26,5854500,1
34202.255342116,1,16445672,18,5857300,-1
34202.25538437,1,16445684,10,5857200,-1
34202.255391393,1,16445687,8,5857200,-1
34202.255445644,1,16445707,18,5857200,-1
34202.260745221,3,16337597,100,5854200,1
34202.269697512,1,16449896,100,5854400,1
34202.272992647,3,16449896,100,5854400,1
34202.274476054,1,16450945,100,5854200,1
34202.383483898,3,16368700,200,5858900,-1
34202.383613299,3,16445687,8,5857200,-1
34202.383614811,3,16445707,18,5857200,-1
34202.383618942,3,16415792,18,5857300,-1
34202.383620122,3,16445672,18,5857300,-1
34202.383643886,3,16445684,10,5857200,-1
34202.38517469,1,16467671,100,5858100,-1
34202.491436937,3,16450945,100,5854200,1
34202.491574399,1,16479076,100,5856900,1
34202.491899451,3,16479076,100,5856900,1
34202.492023165,1,16479170,100,5854200,1
34202.565551981,1,16486693,18,5857700,-1
34202.565614779,1,16486703,8,5857900,-1
34202.565632045,1,16486709,18,5857800,-1
34202.565655722,1,16486714,10,5857900,-1
34202.565666844,1,16486717,18,5858000,-1
34202.57908587,3,16479170,100,5854200,1
34202.579213337,1,16488533,100,5854700,1
34202.682315289,1,16497956,18,5857400,-1
34202.682348971,1,16497960,4,5857500,-1
34202.682449351,3,16486703,8,5857900,-1
34202.682454219,3,16486709,18,5857800,-1
34202.682455457,3,16486714,10,5857900,-1
34202.682477482,3,16486717,18,5858000,-1
34202.682720418,1,16497983,18,5857100,-1
34202.682743247,1,16497988,2,5857200,-1
34202.737723008,1,16502634,100,5857100,-1
34202.75688423,1,16504889,18,5856800,-1
34202.756909029,1,16504892,16,5856900,-1
34203.011800486,3,16488533,100,5854700,1
34203.011926972,4,16504889,18,5856800,-1
34203.011926972,4,16504892,16,5856900,-1
34203.011926972,1,16527925,66,5857000,1
34203.011987557,3,16486693,18,5857700,-1
34203.011988208,3,16497956,18,5857400,-1
34203.011990228,3,16497960,4,5857500,-1
34203.011990843,3,16497988,2,5857200,-1
34203.012001355,3,16497983,18,5857100,-1
34203.012050158,4,16527925,66,5857000,1
34203.012287906,1,16527982,18,5854500,1
34203.08949192,1,16535218,18,5856800,-1
34203.089511576,1,16535225,18,5856900,-1
34203.089539994,1,16535228,18,5857000,-1
34203.089562562,1,16535234,18,5857100,-1
34203.122241619,1,16538191,10,5854600,1
34203.12232224,3,16527982,18,5854500,1
34203.132689191,1,16539283,12,5856500,-1
34203.295569158,4,16539283,12,5856500,-1
34203.295569158,4,16535218,18,5856800,-1
34203.295665697,1,16554356,18,5854600,1
34203.295815832,3,16535228,18,5857000,-1
34203.295825553,3,16535225,18,5856900,-1
34203.295826267,3,16535234,18,5857100,-1
34203.32184964,1,16556387,100,5853700,1
34203.324279569,5,0,26,5857000,-1
34203.324279569,5,0,44,5857000,-1
34203.32437532,1,16556599,10,5854700,1
34203.407470515,1,16563530,18,5856800,-1
34203.407505157,1,16563536,18,5856900,-1
34203.407510264,1,16563538,18,5857000,-1
34203.40754895,1,16563541,16,5857100,-1
34203.59994379,1,11599111,230,5853000,1
34203.59994379,1,13126986,10,5851700,1
34203.600154641,3,16538191,10,5854600,1
34203.600164031,3,16563536,18,5856900,-1
34203.600165108,3,16563541,16,5857100,-1
34203.600168005,3,16554356,18,5854600,1
34203.600207608,3,16556599,10,5854700,1
34203.600228364,3,16563530,18,5856800,-1
34203.600245629,3,16563538,18,5857000,-1
34203.954770435,1,16617159,18,5854500,1
34204.105356795,1,16632807,18,5854700,1
34204.105407447,1,16632813,2,5854600,1
34204.127697885,3,16502634,100,5857100,-1
34204.328788797,1,16655686,16,5857900,-1
34204.328820921,1,16655691,18,5858000,-1
34204.328918827,3,16617159,18,5854500,1
34204.328940476,3,16632807,18,5854700,1
34204.328981067,3,16632813,2,5854600,1
34204.36362978,1,16658480,18,5854700,1
34204.363658209,1,16658483,18,5854600,1
34204.36368474,1,16658486,2,5854500,1
34204.398386311,1,16661173,18,5857600,-1
34204.398422624,1,16661182,18,5857700,-1
34204.567472902,3,16556387,100,5853700,1
34204.567646478,3,16655686,16,5857900,-1
34204.567665764,3,16658483,18,5854600,1
34204.567667208,3,16655691,18,5858000,-1
34204.56766787,3,16658480,18,5854700,1
34204.567694597,3,16658486,2,5854500,1
34204.567695304,3,16661182,18,5857700,-1
34204.567732501,3,16661173,18,5857600,-1
34204.570825637,1,16675424,16,5857900,-1
34204.570865938,1,16675431,18,5858000,-1
34204.576711342,1,16675936,100,5854700,1
34204.577104419,1,16675969,900,5856800,-1
34204.62133869,1,16679201,18,5856700,-1
34204.894275109,1,16704576,18,5855000,1
34204.894370914,1,16704590,18,5854900,1
34204.894391087,1,16704592,2,5854800,1
34204.894441721,3,16675424,16,5857900,-1
34204.894450815,3,16675431,18,5858000,-1
34204.894471165,3,16679201,18,5856700,-1
34205.175095396,4,16675969,50,5856800,-1
34205.175277367,3,16704576,18,5855000,1
34205.175293104,3,16704590,18,5854900,1
34205.175294192,3,16704592,2,5854800,1
34205.181076298,1,16730960,100,5856800,-1
34205.308995297,1,16746392,18,5856500,-1
34205.382317056,3,16730960,100,5856800,-1
34205.388462148,1,16752894,100,5856500,-1
34205.734539337,4,16746392,18,5856500,-1
34205.734539337,4,16752894,63,5856500,-1
34205.765156633,4,16752894,37,5856500,-1
34205.765156633,4,16675969,263,5856800,-1
34205.765257746,1,16779043,18,5854700,1
34205.765316823,1,16779073,14,5854800,1
34205.766878478,4,16675969,132,5856800,-1
34205.768387095,4,16675969,59,5856800,-1
34205.771753648,1,16781704,18,5856700,-1
34206.290141263,1,16818091,7,5854800,1
34206.29025491,3,16779043,18,5854700,1
34206.290260156,3,16779073,14,5854800,1
34206.290261072,3,16781704,18,5856700,-1
34206.290892881,1,16818125,53,5854800,1
34206.29123036,1,16818137,52,5854800,1
34206.291527335,1,16818156,1,5854800,1
34206.291814072,1,16818175,5,5854800,1
34206.291925675,1,16818181,45,5854800,1
34206.29195232,1,16818182,39,5854800,1
34206.292254316,1,16818198,27,5854800,1
34206.801157647,1,16841958,18,5856600,-1
34206.965352065,5,0,100,5855800,1
34206.965510203,3,16841958,18,5856600,-1
34207.531993783,1,16879396,100,5858000,-1
34207.94770667,3,16182629,100,5852500,1
34208.041353062,1,16898660,2,5856800,-1
34208.48306653,1,16914630,100,5854900,1
34208.70287486,3,16818091,7,5854800,1
34208.703312634,3,16818125,53,5854800,1
34208.839912684,3,16818137,52,5854800,1
34208.840433832,3,16818156,1,5854800,1
34209.21194364,1,16939575,42,5854900,1
34209.442705504,3,16265761,67,5854400,1
34209.442788623,3,16818175,5,5854800,1
34209.477500287,1,16948611,320,5856800,-1
34209.481087627,1,16948722,320,5856800,-1
34209.489945829,4,16675969,225,5856800,-1
34209.494770026,1,16949037,67,5854900,1
34209.506557426,3,16948611,320,5856800,-1
34209.522721597,1,16949716,320,5856800,-1
34209.525706867,3,16818181,45,5854800,1
34209.54252448,4,16675969,28,5856800,-1
34209.542622307,1,16950346,18,5855000,1
34209.780716781,4,16950346,18,5855000,1
34209.780716781,4,16914630,100,5854900,1
34209.780716781,4,16939575,42,5854900,1
34209.780716781,4,16949037,40,5854900,1
34209.780806936,1,16957682,18,5856800,-1
34209.780840766,1,16957685,18,5856700,-1
34209.784078285,5,0,44,5855000,1
34209.784078285,4,16949037,27,5854900,1
34209.786185996,4,16818182,39,5854800,1
34209.786185996,4,16818198,27,5854800,1
34209.786185996,4,16675936,34,5854700,1
34209.786266076,1,16958115,2,5856600,-1
34209.801542957,3,16675936,66,5854700,1
34209.808502833,1,16958771,66,5854900,1
34209.828774041,4,16958771,66,5854900,1
34209.828774041,4,16249592,34,5854400,1
34209.829435704,1,16959555,169,5856600,-1
34209.830562764,3,16959555,169,5856600,-1
34209.831705108,1,16959614,169,5856600,-1
34209.832801235,3,16959614,169,5856600,-1
34209.833894341,1,16959673,169,5856600,-1
34209.834919765,3,16959673,169,5856600,-1
34210.047332639,1,16972144,18,5854700,1
34210.047372286,1,16972157,4,5854600,1
34210.047425375,1,16972164,200,5859100,-1
34210.047452914,3,16957682,18,5856800,-1
34210.047459699,3,16957685,18,5856700,-1
34210.047460295,3,16958115,2,5856600,-1
34210.131535502,1,16979328,18,5856500,-1
34210.131547656,1,16979334,18,5856600,-1
34210.131572528,1,16979338,18,5856700,-1
34210.131592927,1,16979339,18,5856800,-1
34210.241147562,3,16948722,320,5856800,-1
34210.241247257,3,16972144,18,5854700,1
34210.241257287,3,16972157,4,5854600,1
34210.526653673,3,16972164,200,5859100,-1
34210.526785368,3,16979338,18,5856700,-1
34210.526789429,3,16979334,18,5856600,-1
34210.526792927,3,16979328,18,5856500,-1
34210.526810312,3,16979339,18,5856800,-1
34210.632267021,1,17011325,18,5856600,-1
34210.756845815,1,17020774,320,5856600,-1
34210.75693317,3,17011325,18,5856600,-1
34210.763367426,3,16949716,320,5856800,-1
34210.847553594,1,17026393,18,5856300,-1
34210.847585222,1,17026397,18,5856400,-1
34210.847600875,1,17026398,18,5856500,-1
34210.84762826,1,17026405,18,5856600,-1
34210.868110685,1,17027766,320,5856300,-1
34210.90226879,1,17029589,14,5856100,-1
34210.906278764,3,17020774,320,5856600,-1
34210.908120663,1,17030071,320,5856100,-1
34210.920070579,3,17027766,320,5856300,-1
34211.00434466,4,16249592,16,5854400,1
34211.00452784,3,17026398,18,5856500,-1
34211.004532651,3,17026397,18,5856400,-1
34211.00453353,3,17026405,18,5856600,-1
34211.146132928,3,16249592,50,5854400,1
34211.146253781,3,17026393,18,5856300,-1
34211.146282398,3,17029589,14,5856100,-1
34211.226849977,1,17047419,18,5855800,-1
34211.226890521,1,17047422,18,5855900,-1
34211.226899712,1,17047424,18,5856000,-1
34211.226920551,1,17047425,18,5856100,-1
34211.33328328,4,13419503,50,5854000,1
34211.334948467,4,3790155,20,5853800,1
34211.334948467,4,4725582,2,5853800,1
34211.387958796,3,16265573,100,5858700,-1
34211.388085386,3,17047422,18,5855900,-1
34211.388086017,3,17047424,18,5856000,-1
34211.388089305,3,17047419,18,5855800,-1
34211.388104371,3,17047425,18,5856100,-1
34211.439240606,1,17055489,100,5855800,-1
34211.506656257,1,17057352,320,5855800,-1
34211.508835733,3,17030071,320,5856100,-1
34211.683403235,1,17065496,320,5855600,-1
34211.685481654,3,17057352,320,5855800,-1
34212.052057667,1,17077786,18,5855400,-1
34212.052098179,1,17077789,18,5855500,-1
34212.053609867,1,17077932,320,5855400,-1
34212.054205008,3,17065496,320,5855600,-1
34212.057109841,1,17078173,18,5855200,-1
34212.057131009,1,17078176,18,5855300,-1
34212.05824151,1,17078284,320,5855200,-1
34212.058727741,3,17077932,320,5855400,-1
34212.079852755,3,16675969,143,5856800,-1
34212.08008559,1,17079484,143,5853900,-1
34212.080208915,4,17079484,143,5853900,-1
34212.080287308,1,17079499,1,5853900,1
34212.081038785,1,17079564,320,5855200,-1
34212.08134726,3,17078284,320,5855200,-1
34212.095970517,4,17079499,1,5853900,1
34212.130661659,3,16295892,100,5858900,-1
34212.130840721,1,17082021,100,5855400,-1
34212.267055429,1,17090001,320,5855100,-1
34212.267181112,3,17078173,18,5855200,-1
34212.267184507,3,17077789,18,5855500,-1
34212.267188227,3,17077786,18,5855400,-1
34212.267189123,3,17078176,18,5855300,-1
34212.267930958,3,17079564,320,5855200,-1
34212.555647156,1,17099848,27,5855000,-1
34212.557195301,1,17099873,320,5855000,-1
34212.557641708,3,17090001,320,5855100,-1
34212.582853636,3,17099848,27,5855000,-1
34212.607269431,4,12695153,5,5853600,1
34213.897096657,1,17132504,320,5854300,-1
34213.897614022,3,17099873,320,5855000,-1
34214.181766435,5,0,100,5854200,-1
34214.181907793,1,17140921,18,5853100,1
34214.181954244,1,17140924,4,5853000,1
34214.313574215,1,17144557,320,5854200,-1
34214.313671934,3,17140921,18,5853100,1
34214.313672671,3,17140924,4,5853000,1
34214.314102131,3,17132504,320,5854300,-1
34215.089261118,1,17166135,100,5853600,1
34215.204460371,5,0,31,5854100,-1
34215.204460371,5,0,200,5854100,-1
34215.204460371,4,17144557,69,5854200,-1
34215.222056281,4,17144557,251,5854200,-1
34215.222997296,1,17172314,251,5854300,-1
34215.223443124,3,17172314,251,5854300,-1
34217.169719861,3,17082021,100,5855400,-1
34217.169871376,1,17248317,100,5855700,-1
34217.205484251,1,17249867,18,5853600,1
34217.205625508,5,0,12,5855500,-1
34217.205625508,4,17248317,88,5855700,-1
34217.205639049,4,17248317,12,5855700,-1
34217.205745954,1,17250016,4,5853700,1
34217.205932482,4,17055489,100,5855800,-1
34217.206561301,1,17250485,59,5855800,-1
34217.20671967,4,17250485,59,5855800,-1
34217.20671967,5,0,100,5856100,-1
34217.224371313,5,0,100,5856200,1
34218.299262015,5,0,100,5855200,-1
34218.299262015,5,0,11,5855700,-1
34218.299372333,1,17293774,18,5856700,-1
34218.299456108,3,17249867,18,5853600,1
34218.457787528,1,17300494,18,5856400,-1
34218.457815865,1,17300495,18,5856500,-1
34218.457835621,1,17300497,18,5856600,-1
34218.457910779,3,17250016,4,5853700,1
34219.279164832,1,17324274,18,5856400,-1
34219.27929371,3,17300495,18,5856500,-1
34219.279294981,3,17293774,18,5856700,-1
34219.279296576,3,17300497,18,5856600,-1
34219.320087956,1,17325121,18,5856300,-1
34219.347161993,1,17325702,100,5859900,-1
34219.517076244,5,0,45,5854700,1
34219.517076244,5,0,11,5854500,1
34219.517076244,5,0,100,5854400,1
34219.517076244,1,17329817,44,5854400,-1
34219.51720018,4,17329817,44,5854400,-1
34219.517282398,3,17300494,18,5856400,-1
34219.517286917,3,17324274,18,5856400,-1
34219.517301103,3,17325121,18,5856300,-1
34219.517343909,1,17329859,18,5856200,-1
34219.517476892,3,17329859,18,5856200,-1
34219.517746191,5,0,100,5854500,1
34219.517830407,1,17329912,18,5856800,-1
34219.517859255,1,17329915,18,5856700,-1
34219.517901648,1,17329922,8,5856500,-1
34219.524768526,1,17331198,18,5853600,1
34219.530966388,1,17332747,18,5856500,-1
34219.54078667,1,17334022,18,5856200,-1
34219.540815868,1,17334023,8,5856300,-1
34220.114770695,1,17354342,100,5854100,1
34220.114921446,3,17331198,18,5853600,1
34220.114928735,3,17329915,18,5856700,-1
34220.114929361,3,17329912,18,5856800,-1
34220.114929923,3,17329922,8,5856500,-1
34220.114948979,3,17332747,18,5856500,-1
34220.114977592,3,17334023,8,5856300,-1
34220.270330299,1,17359068,14,5856100,-1
34221.023828585,1,17382133,18,5855800,-1
34221.023900076,1,17382136,18,5856100,-1
34221.023975391,3,17334022,18,5856200,-1
34222.480233188,4,17354342,100,5854100,1
34222.480409206,3,17382133,18,5855800,-1
34222.480410913,3,17359068,14,5856100,-1
34222.480429642,3,17382136,18,5856100,-1
34222.670364787,1,17433600,100,5854000,1
34223.052028151,5,0,100,5855100,-1
34223.052115679,1,17443748,18,5854000,1
34223.052156873,1,17443753,4,5854100,1
34223.064575892,1,17444108,35,5854300,1
34223.272801653,5,0,100,5854400,1
34223.272881711,1,17451852,18,5856800,-1
34223.272916778,1,17451856,18,5856700,-1
34223.273008597,3,17443748,18,5854000,1
34223.273010993,3,17443753,4,5854100,1
34224.087888963,3,13126986,10,5851700,1
34224.087987753,3,17451856,18,5856700,-1
34224.087990258,3,17451852,18,5856800,-1
34224.132878929,1,17473627,100,5853700,1
34224.330892941,3,17433600,100,5854000,1
34224.336665396,1,17478659,100,5849900,1
34225.019786766,1,17494351,18,5854600,1
34225.019831763,1,17494356,4,5854500,1
34226.365315407,1,17533841,125,5853600,1
34226.36541877,3,17494356,4,5854500,1
34226.365420435,3,17494351,18,5854600,1
34226.452728871,3,17444108,35,5854300,1
34226.533704582,1,17537269,18,5856500,-1
34226.533737902,1,17537270,18,5856600,-1
34226.533765379,1,17537271,18,5856700,-1
34226.533782079,1,17537272,18,5856800,-1
34226.825396211,3,15888689,200,5859800,-1
34226.82587868,3,15826429,200,5859400,-1
34226.82600289,3,17537271,18,5856700,-1
34226.826003805,3,17537269,18,5856500,-1
34226.826009596,3,17537270,18,5856600,-1
34226.826010048,3,17537272,18,5856800,-1
34226.974302106,1,17547517,18,5856500,-1
34226.974333298,1,17547518,18,5856600,-1
34226.974363106,1,17547519,18,5856700,-1
34226.974382536,1,17547520,18,5856800,-1
34227.437330595,1,17564371,100,5854700,1
34227.437463631,3,17547520,18,5856800,-1
34227.437464155,3,17547519,18,5856700,-1
34227.437468645,3,17547517,18,5856500,-1
34227.43746982,3,17547518,18,5856600,-1
34227.449996974,1,17564594,18,5856500,-1
34227.450023472,1,17564597,18,5856600,-1
34227.450056581,1,17564599,18,5856700,-1
34227.450088595,1,17564600,18,5856800,-1
34227.595283027,1,17572155,14,5856400,-1
34227.595411874,3,17564600,18,5856800,-1
34227.595415722,3,17564594,18,5856500,-1
34227.595417519,3,17564597,18,5856600,-1
34227.595418034,3,17564599,18,5856700,-1
34227.608626385,1,17573984,18,5855000,1
34227.731684828,1,17592758,6,5855300,1
34227.731849051,3,17572155,14,5856400,-1
34227.732213652,4,16898660,2,5856800,-1
34227.732521213,1,17593372,4,5855300,1
34227.732533703,1,17593380,18,5857900,-1
34228.069592024,5,0,100,5856400,-1
34228.06976112,3,17573984,18,5855000,1
34228.069763888,3,17593380,18,5857900,-1
34228.07636131,5,0,100,5856400,1
34228.076445351,1,17630168,18,5858000,-1
34228.076486999,1,17630174,18,5855400,1
34228.977296262,1,17664948,10,5857900,-1
34228.977434098,3,17630174,18,5855400,1
34228.977444304,3,17592758,6,5855300,1
34228.977445276,3,17593372,4,5855300,1
34228.977467848,3,17630168,18,5858000,-1
34229.468992439,1,17682589,18,5855000,1
34229.46905665,1,17682594,8,5854900,1
34229.469103907,3,17664948,10,5857900,-1
34229.482287293,1,17682924,18,5857700,-1
34229.482366831,1,17682933,18,5857800,-1
34229.482367916,1,17682934,18,5858000,-1
34229.48237716,1,17682935,18,5857900,-1
34229.582267282,1,17685739,100,5854200,1
34229.582360137,3,17682589,18,5855000,1
34229.582361218,3,17682594,8,5854900,1
34229.950358396,1,17696306,18,5854900,1
34229.950383153,1,17696310,8,5854800,1
34229.950504051,3,17682933,18,5857800,-1
34229.950512807,3,17682924,18,5857700,-1
34229.950532951,3,17682935,18,5857900,-1
34229.950534712,3,17682934,18,5858000,-1
34229.984817677,1,17698596,18,5857700,-1
34229.984849086,1,17698599,18,5857800,-1
34229.984876079,1,17698600,18,5857900,-1
34229.984898765,1,17698602,18,5858000,-1
34230.185672925,1,17708793,70,5855000,1
